Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,month,date,year
303,11/01/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,60,90,70,150,50,589,73,14,48.0,123,25,11,01,2012
970,11/01/2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,80,110,80,190,81,984,117,22,84.0,198,33,11,01,2012
970,11/01/2012,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,170,130,280,118,930,172,33,128.0,290,44,11,01,2012
970,11/01/2012,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,30,60,40,90,40,536,52,13,27.0,92,25,11,01,2012
312,11/01/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,110,150,110,260,118,930,172,33,127.0,290,45,11,01,2012
773,11/01/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,30,50,30,80,40,536,52,13,27.0,92,25,11,01,2012
630,11/01/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,70,110,80,180,81,984,117,22,84.0,198,33,11,01,2012
847,11/01/2012,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,40,60,40,100,50,589,73,14,48.0,123,25,11,01,2012
630,11/01/2012,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,60,90,50,150,75,659,114,24,59.0,189,55,11,01,2012
847,11/01/2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,270,270,200,540,211,1778,212,59,129.0,423,83,11,01,2012
224,11/01/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,290,390,290,680,228,1691,304,75,196.0,532,108,11,01,2012
815,11/01/2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,110,160,110,270,113,803,165,36,106.0,278,59,11,01,2012
815,11/01/2012,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,170,230,140,400,173,1150,239,57,139.0,412,100,11,01,2012
712,11/01/2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,210,280,180,490,228,1691,304,75,196.0,532,108,11,01,2012
712,11/01/2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,150,100,250,113,803,165,36,107.0,278,58,11,01,2012
712,11/01/2012,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,170,180,110,350,211,1778,212,59,129.0,423,83,11,01,2012
319,11/01/2012,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,200,250,130,450,245,1784,300,93,173.0,545,127,11,01,2012
515,11/01/2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,50,40,70,22,802,34,6,16.0,56,18,11,01,2012
712,11/01/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,387,43,0,31.0,43,12,11,01,2012
641,11/01/2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,0,20,10,20,10,596,13,3,-3.0,23,16,11,01,2012
563,11/01/2012,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,20,10,30,15,848,24,4,8.0,39,16,11,01,2012
563,11/01/2012,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,29,1003,35,8,5.0,64,30,11,01,2012
314,11/01/2012,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,20,40,0,60,33,243,41,12,-4.0,74,45,11,01,2012
573,11/01/2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,40,50,0,90,44,325,62,40,-8.0,106,70,11,01,2012
573,11/01/2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,40,0,110,82,1804,40,25,-9.0,122,49,11,01,2012
417,11/01/2012,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,20,40,10,60,35,248,47,11,9.0,82,38,11,01,2012
636,11/01/2012,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,40,0,60,34,211,42,12,-3.0,76,45,11,01,2012
314,11/01/2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,60,100,80,160,54,885,78,15,51.0,132,27,11,01,2012
314,11/01/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,60,50,100,33,836,48,9,27.0,81,21,11,01,2012
314,11/01/2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,80,40,140,69,1060,81,21,38.0,150,43,11,01,2012
573,11/01/2012,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,100,40,180,82,601,102,31,38.0,184,64,11,01,2012
330,11/01/2012,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,60,100,60,160,78,798,119,25,62.0,197,57,11,01,2012
419,11/01/2012,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,80,120,70,200,102,666,143,31,89.0,245,54,11,01,2012
937,11/01/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,30,40,30,70,32,482,48,8,29.0,80,19,11,01,2012
614,11/01/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,30,50,40,80,36,862,52,10,30.0,88,22,11,01,2012
440,11/01/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,230,230,170,460,181,1283,182,50,107.0,363,75,11,01,2012
419,11/01/2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,70,80,40,150,55,410,69,20,16.0,124,53,11,01,2012
330,11/01/2012,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,80,50,130,59,411,79,19,33.0,138,46,11,01,2012
614,11/01/2012,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,70,40,110,46,424,68,14,32.0,114,36,11,01,2012
567,11/01/2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,70,10,120,52,509,73,47,-3.0,125,76,11,01,2012
262,11/01/2012,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,40,50,20,90,49,454,71,15,33.0,120,38,11,01,2012
715,11/01/2012,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,70,0,120,61,613,86,55,2.0,147,84,11,01,2012
920,11/01/2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,50,80,50,130,53,321,88,16,48.0,141,40,11,01,2012
262,11/01/2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,20,50,40,70,31,856,47,8,27.0,78,20,11,01,2012
920,11/01/2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,110,70,200,75,1063,89,23,45.0,164,44,11,01,2012
715,11/01/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,20,40,30,60,22,570,30,7,11.0,52,19,11,01,2012
262,11/01/2012,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,50,60,20,110,54,391,67,20,14.0,121,53,11,01,2012
262,11/01/2012,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,90,130,30,220,94,694,130,85,16.0,224,114,11,01,2012
262,11/01/2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,70,100,60,170,77,557,103,25,51.0,180,52,11,01,2012
959,11/01/2012,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,50,80,60,130,54,885,78,15,51.0,132,27,11,01,2012
203,11/01/2012,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,30,60,40,90,36,809,54,10,33.0,90,21,11,01,2012
860,11/01/2012,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,60,70,30,130,82,601,102,31,38.0,184,64,11,01,2012
475,11/01/2012,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,50,50,30,100,69,1060,81,21,38.0,150,43,11,01,2012
203,11/01/2012,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,60,80,10,140,61,613,86,55,2.0,147,84,11,01,2012
860,11/01/2012,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,50,70,40,120,53,380,71,17,26.0,124,45,11,01,2012
203,11/01/2012,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,110,180,130,290,130,1134,195,42,122.0,325,73,11,01,2012
352,11/01/2012,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,20,50,40,70,28,875,42,7,23.0,70,19,11,01,2012
561,11/01/2012,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,30,50,40,80,31,856,47,8,28.0,78,19,11,01,2012
561,11/01/2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,10,20,10,30,22,570,30,7,11.0,52,19,11,01,2012
407,11/01/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,40,10,80,54,391,67,20,13.0,121,54,11,01,2012
954,11/01/2012,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,50,60,30,110,75,1063,89,23,44.0,164,45,11,01,2012
754,11/01/2012,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,90,120,20,210,94,694,130,85,15.0,224,115,11,01,2012
561,11/01/2012,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,70,100,60,170,77,557,103,25,51.0,180,52,11,01,2012
754,11/01/2012,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,70,100,60,170,78,798,119,25,63.0,197,56,11,01,2012
772,11/01/2012,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,90,130,90,220,102,666,143,31,89.0,245,54,11,01,2012
339,11/01/2012,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,60,40,90,36,862,52,10,31.0,88,21,11,01,2012
351,11/01/2012,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,30,50,40,80,32,482,48,8,29.0,80,19,11,01,2012
617,11/01/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,50,20,90,55,410,69,20,15.0,124,54,11,01,2012
774,11/01/2012,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,50,60,0,110,52,554,68,47,-8.0,120,76,11,01,2012
508,11/01/2012,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,170,180,120,350,181,1283,182,50,108.0,363,74,11,01,2012
978,11/01/2012,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,60,340,300,400,75,-3287,379,24,324.0,454,55,11,01,2012
603,11/01/2012,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,10,30,20,40,15,848,24,4,8.0,39,16,11,01,2012
603,11/01/2012,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,387,43,0,32.0,43,11,11,01,2012
603,11/01/2012,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,30,0,50,33,243,41,12,-4.0,74,45,11,01,2012
603,11/01/2012,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,60,10,100,44,325,62,40,-8.0,106,70,11,01,2012
603,11/01/2012,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,40,0,70,34,211,42,12,-3.0,76,45,11,01,2012
603,11/01/2012,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,30,60,30,90,43,452,66,14,20.0,109,46,11,01,2012
603,11/01/2012,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,40,60,40,100,46,316,67,14,30.0,113,37,11,01,2012
518,11/01/2012,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,80,120,90,200,81,984,117,22,84.0,198,33,11,01,2012
315,11/01/2012,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,120,170,130,290,118,930,172,33,127.0,290,45,11,01,2012
718,11/01/2012,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,50,70,50,120,50,589,73,14,47.0,123,26,11,01,2012
631,11/01/2012,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,180,240,140,420,245,1704,331,93,204.0,576,127,11,01,2012
914,11/01/2012,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,160,-50,-120,110,225,4742,-65,69,-156.0,160,91,11,01,2012
347,11/01/2012,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,110,-60,-190,50,121,3385,-60,109,-202.0,61,142,11,01,2012
646,11/01/2012,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,200,460,390,660,211,933,464,59,381.0,675,83,11,01,2012
347,11/01/2012,East,Major Market,Colombian,Beans,Coffee,New York,Regular,220,340,230,560,249,2580,374,87,236.0,623,138,11,01,2012
225,11/01/2012,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,80,60,130,47,834,68,13,44.0,115,24,11,01,2012
504,11/01/2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,30,60,50,90,31,856,47,8,28.0,78,19,11,01,2012
337,11/01/2012,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,90,120,80,210,101,552,130,33,85.0,231,45,11,01,2012
337,11/01/2012,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,100,40,170,82,601,102,31,38.0,184,64,11,01,2012
504,11/01/2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,70,10,110,61,-906,86,55,1.0,147,85,11,01,2012
225,11/01/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,60,30,100,53,321,88,16,49.0,141,39,11,01,2012
225,11/01/2012,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,60,30,90,49,454,71,15,34.0,120,37,11,01,2012
505,11/01/2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,50,70,30,120,43,452,66,14,20.0,109,46,11,01,2012
505,11/01/2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,90,50,10,140,82,1804,40,25,-8.0,122,48,11,01,2012
505,11/01/2012,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,20,10,30,15,848,24,4,9.0,39,15,11,01,2012
505,11/01/2012,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,30,10,50,29,1003,35,8,5.0,64,30,11,01,2012
505,11/01/2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,30,-10,50,34,-522,42,12,-4.0,76,46,11,01,2012
505,11/01/2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,50,0,80,44,325,62,40,-7.0,106,69,11,01,2012
505,11/01/2012,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,20,40,20,60,35,248,47,11,8.0,82,39,11,01,2012
918,11/01/2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,100,130,90,230,88,561,112,29,71.0,200,41,11,01,2012
580,11/01/2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,40,60,40,100,36,862,52,10,30.0,88,22,11,01,2012
918,11/01/2012,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,60,20,110,54,391,67,20,13.0,121,54,11,01,2012
580,11/01/2012,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,80,120,20,200,94,694,130,85,15.0,224,115,11,01,2012
918,11/01/2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,80,100,60,180,102,-2003,143,31,89.0,245,54,11,01,2012
918,11/01/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,20,40,30,60,32,482,48,8,29.0,80,19,11,01,2012
918,11/01/2012,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,60,90,40,150,78,798,119,25,62.0,197,57,11,01,2012
956,11/01/2012,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,260,320,230,580,225,1272,265,69,174.0,490,91,11,01,2012
915,11/01/2012,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,40,60,40,100,40,536,52,13,26.0,92,26,11,01,2012
713,11/01/2012,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,70,40,120,59,411,79,19,32.0,138,47,11,01,2012
936,11/01/2012,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,46,424,68,14,31.0,114,37,11,01,2012
817,11/01/2012,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,50,90,40,140,75,-1050,114,24,59.0,189,55,11,01,2012
409,11/01/2012,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,90,130,100,220,118,930,172,33,127.0,290,45,11,01,2012
210,11/01/2012,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,30,60,40,90,50,589,73,14,48.0,123,25,11,01,2012
801,11/01/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,60,30,100,46,316,67,14,30.0,113,37,11,01,2012
435,11/01/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,60,30,100,43,452,66,14,20.0,109,46,11,01,2012
801,11/01/2012,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,70,40,0,110,82,1804,40,25,-8.0,122,48,11,01,2012
435,11/01/2012,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,30,40,-10,70,44,325,62,40,-7.0,106,69,11,01,2012
435,11/01/2012,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,30,10,50,35,248,47,11,9.0,82,38,11,01,2012
801,11/01/2012,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,20,30,0,50,34,211,42,12,-3.0,76,45,11,01,2012
801,11/01/2012,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,80,90,50,170,69,1060,81,21,39.0,150,42,11,01,2012
435,11/01/2012,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,80,50,140,53,380,71,17,27.0,124,44,11,01,2012
801,11/01/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,120,60,210,82,601,102,31,38.0,184,64,11,01,2012
435,11/01/2012,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,40,30,70,33,836,48,9,27.0,81,21,11,01,2012
435,11/01/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,90,130,90,220,101,552,130,33,85.0,231,45,11,01,2012
435,11/01/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,50,70,50,120,54,885,78,15,52.0,132,26,11,01,2012
213,11/01/2012,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,70,110,80,180,81,984,117,22,84.0,198,33,11,01,2012
213,11/01/2012,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,210,240,160,450,225,1272,265,69,174.0,490,91,11,01,2012
707,11/01/2012,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,30,50,30,80,40,536,52,13,27.0,92,25,11,01,2012
213,11/01/2012,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,80,130,110,210,118,930,172,33,128.0,290,44,11,01,2012
650,11/01/2012,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,30,50,40,80,50,589,73,14,47.0,123,26,11,01,2012
650,11/01/2012,West,Major Market,Green Tea,Leaves,Tea,California,Regular,50,80,40,130,75,659,114,24,59.0,189,55,11,01,2012
619,11/01/2012,West,Major Market,Amaretto,Beans,Coffee,California,Regular,130,0,-50,130,113,2758,3,36,-56.0,116,59,11,01,2012
951,11/01/2012,West,Major Market,Colombian,Beans,Coffee,California,Regular,290,450,310,740,249,2580,374,87,235.0,623,139,11,01,2012
909,11/01/2012,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,200,-30,-130,170,173,3909,-27,57,-127.0,146,100,11,01,2012
559,11/01/2012,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,200,210,140,410,211,1778,212,59,129.0,423,83,11,01,2012
818,11/01/2012,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,110,170,40,280,121,912,168,109,26.0,289,142,11,01,2012
707,11/01/2012,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,220,290,190,510,228,1691,304,75,197.0,532,107,11,01,2012
775,11/01/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,110,150,20,260,121,912,168,109,26.0,289,142,11,01,2012
702,11/01/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,160,220,130,380,173,1150,239,57,138.0,412,101,11,01,2012
702,11/01/2012,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,100,150,100,250,113,803,165,36,107.0,278,58,11,01,2012
702,11/01/2012,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,160,220,140,380,228,1691,304,75,196.0,532,108,11,01,2012
702,11/01/2012,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,150,150,80,300,211,1778,212,59,128.0,423,84,11,01,2012
702,11/01/2012,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,180,-180,-280,0,245,7653,-245,93,-340.0,32,127,11,01,2012
775,11/01/2012,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,30,50,10,80,33,243,41,12,-4.0,74,45,11,01,2012
775,11/01/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,40,20,70,29,1003,35,8,5.0,64,30,11,01,2012
775,11/01/2012,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,387,43,0,31.0,43,12,11,01,2012
775,11/01/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,20,10,30,15,848,24,4,9.0,39,15,11,01,2012
775,11/01/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,20,30,20,50,22,802,34,6,17.0,56,17,11,01,2012
503,11/01/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,30,20,50,25,823,38,7,19.0,63,19,11,01,2012
971,11/01/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,80,100,70,180,88,561,112,29,70.0,200,42,11,01,2012
541,11/01/2012,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,20,30,30,50,32,482,48,8,28.0,80,20,11,01,2012
971,11/01/2012,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,50,90,50,140,78,798,119,25,62.0,197,57,11,01,2012
971,11/01/2012,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,70,100,70,170,102,666,143,31,89.0,245,54,11,01,2012
541,11/01/2012,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,80,10,140,52,509,73,47,-4.0,125,77,11,01,2012
971,11/01/2012,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,60,90,40,150,53,470,75,17,14.0,128,61,11,01,2012
503,11/01/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,50,80,50,130,46,424,68,14,32.0,114,36,11,01,2012
541,11/01/2012,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,50,70,30,120,55,410,69,20,16.0,124,53,11,01,2012
503,11/01/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,50,80,50,130,59,411,79,19,33.0,138,46,11,01,2012
503,11/01/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,170,180,120,350,181,1283,182,50,108.0,363,74,11,01,2012
206,11/01/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,120,180,120,300,130,1134,195,42,122.0,325,73,11,01,2012
509,11/01/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,40,60,40,100,47,834,68,13,44.0,115,24,11,01,2012
425,11/01/2012,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,70,50,100,53,321,88,16,49.0,141,39,11,01,2012
206,11/01/2012,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,30,50,30,80,49,454,71,15,34.0,120,37,11,01,2012
206,11/01/2012,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,0,100,61,613,86,55,1.0,147,85,11,01,2012
425,11/01/2012,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,70,110,70,180,63,446,93,20,50.0,156,43,11,01,2012
253,11/01/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,150,40,260,94,694,130,85,16.0,224,114,11,01,2012
253,11/01/2012,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,20,30,20,50,22,570,30,7,11.0,52,19,11,01,2012
425,11/01/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,60,20,110,54,391,67,20,13.0,121,54,11,01,2012
206,11/01/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,70,80,40,150,75,1063,89,23,45.0,164,44,11,01,2012
303,12/01/2012,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,30,50,10,80,46,422,57,17,6.0,103,51,12,01,2012
303,12/01/2012,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,50,20,90,53,1054,63,16,26.0,116,37,12,01,2012
719,12/01/2012,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,60,90,60,150,81,551,104,26,66.0,185,38,12,01,2012
303,12/01/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,140,140,80,280,153,1319,153,42,87.0,306,66,12,01,2012
970,12/01/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,60,0,100,47,521,65,42,-6.0,112,71,12,01,2012
303,12/01/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,50,60,30,110,54,424,73,17,29.0,127,44,12,01,2012
970,12/01/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,60,110,90,170,54,601,79,15,53.0,133,26,12,01,2012
970,12/01/2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,80,130,80,210,67,677,101,22,47.0,168,54,12,01,2012
720,12/01/2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,80,120,90,200,86,1003,124,24,88.0,210,36,12,01,2012
719,12/01/2012,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,120,170,130,290,123,959,179,34,134.0,302,45,12,01,2012
970,12/01/2012,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,40,50,30,90,43,531,56,14,29.0,99,27,12,01,2012
309,12/01/2012,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,40,70,50,110,54,601,79,15,53.0,133,26,12,01,2012
630,12/01/2012,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,80,40,130,67,677,101,22,47.0,168,54,12,01,2012
309,12/01/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,110,170,130,280,123,959,179,34,133.0,302,46,12,01,2012
773,12/01/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,50,30,90,43,531,56,14,29.0,99,27,12,01,2012
630,12/01/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,110,80,190,86,1003,124,24,88.0,210,36,12,01,2012
815,12/01/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,310,420,320,730,247,1744,329,81,216.0,576,113,12,01,2012
